tree_id,ply_model,species,dbh_observed_cm_tidy,stump_ABG_dry_weight_kg,new_cyl_vol_HFB_L,dry_density_published,wd_species_level_field,sd,paul_2016_type_c,paul_2013_universal_dbh_c,brown_c,willams_woodland_c,chave_lit_dens_c_kg,chave_scaled_dens_c_kg,TLS_ABG_dry_lit_dens_kg,TLS_est_ABG_dry_scaled_kg,obs_ABG_dry_kg,williams,paul2016,paul2013,brown,chave_L,chave_F,TLS_L,TLS_F,paul2016_r,chave_F_r,TLS_F_r,size_class,paul2016_r_pc,chave_F_r_pc,TLS_F_r_pc
13_lower,AM3_iron_ranges_boundary_lower.0385,Lophostemon suaveolens,13,14.48,135.165,0.551,0.568797555022222,0.0413758919524916,44.468,40.284,37.733,49.563,35.72,37.23,74.4813216,76.8202862,49.95,49.5620568431242,44.4668566951824,40.2832032151262,37.7317187652168,35.6916850868626,37.272753673619,74.475915,76.8815215245787,5.4831433048176,12.677246326381,-26.9315215245787,under_300kg,0.109772638735087,0.253798725252873,-0.539169600091666
Cor1_lower,AM3_iron_ranges_boundary_lower.0177,Corymbia sp. (clarksoniana/novoguinensis) ,13.7,12.11,140.901,0.7204,0.667544218791304,0.0829111358529929,54.658,49.578,46.859,60.841,62.31,51.71,101.5046955,86.76567707,46.567,60.8396771051575,54.6561812098193,49.5769248370466,46.8572844918226,62.2673635648425,56.9364513495445,101.5050804,94.0576479719136,-8.0891812098193,-10.3694513495445,-47.4906479719136,under_300kg,-0.173710593549494,-0.222678105730335,-1.01983481804526
Planch1_lower,AM3_iron_ranges_boundary_lower.0758,Planchonia careya,15.6,18.03,109.095,0.6458,0.513332816370833,0.0516890920801603,72.861,64.809,61.673,82.683,74.66,56.29,70.44806318,56.2148472,41.805,82.6817688585562,72.8600015702258,64.8081271440142,61.6718644500101,74.6156647456931,56.0189434280712,70.453551,56.0020436019761,-31.0550015702258,-14.2139434280712,-14.1970436019761,under_300kg,-0.742853763191623,-0.340005822941543,-0.339601569237558
5_lower,AM3_iron_ranges_boundary_lower.1973,Planchonia careya,15,18,109.92,0.6458,0.513332816370833,0.0516890920801603,64.81,57.786,54.774,73.37,66,56.19,70.98084,62.52890876,41.365,73.366026729124,64.806023610792,57.7817432413126,54.7697920235013,65.960180520078,49.1068924229499,70.986336,56.425543175482,-23.441023610792,-7.7418924229499,-15.060543175482,under_300kg,-0.566687383314203,-0.187160459880331,-0.364089040867448
Planch11_lower,AM3_iron_ranges_boundary_lower.0868,Planchonia careya,10.8,0,50.249,0.6458,0.513332816370833,0.0516890920801603,37.951,35.951,33.96,40.414,36.7,35.58,32.44799161,31.4533091,33.475,40.4135555400759,37.9512958160501,35.9508661576826,33.959596813613,36.6796838060574,29.3169878868028,32.4508042,25.794460689818,-4.4762958160501,4.1580121131972,7.680539310182,under_300kg,-0.133720562092609,0.12421246043905,0.229441054822464
LophX_upper,Firebreak_upper.0293,Lophostemon suaveolens,9.2,0,38.648,0.551,0.568797555022222,0.0413758919524916,25.932,24.982,23.41,27.14,20.93,22.53,21.2967173,22.9729621,28.2,27.1402652418795,25.9323144888104,24.9824945500939,23.4103104023825,20.9205039611311,21.5797752527927,21.295048,21.9828879064988,2.2676855111896,6.6202247472073,6.2171120935012,under_300kg,0.0804143798294184,0.234759742808769,0.220464967854652
Planch3_lower,AM3_iron_ranges_boundary_lower.0622,Planchonia careya,11,8.36,90.752,0.6458,0.513332816370833,0.0516890920801603,31.278,29.116,27.073,33.934,30.08,20.91,58.60324122,44.3555123,25.18,33.9375010758293,31.2817498863421,29.1199349603408,27.0764691099203,30.0627288959329,22.3501523441691,58.6076416,46.5859797512859,-6.1017498863421,2.8298476558309,-21.4059797512859,under_300kg,-0.242325253627566,0.112384736133078,-0.850118338017709
Extra1_lower,AM3_iron_ranges_boundary_lower.0098,Planchonia careya,11.3,0,29.693,0.6458,0.513332816370833,0.0516890920801603,42.258,39.841,37.719,45.22,41.15,35.31,19.17397811,16.4022796,25.048,45.2201102275595,42.2577620306432,39.8405660293919,37.719106940581,41.1281493276476,32.8725149873332,19.1757394,15.2423913164992,-17.2097620306432,-7.8245149873332,9.8056086835008,under_300kg,-0.687071304321431,-0.312380828302986,0.391472719718173
Planch13_upper,Firebreak_upper.0370,Planchonia careya,10.5,0,36.52,0.6458,0.513332816370833,0.0516890920801603,35.495,33.724,31.811,37.683,34.17,28.67,23.58261539,19.70993882,23.696,37.6831919158401,35.4952120591897,33.7238494732844,31.8110926495832,34.1549379544923,27.2990330991074,23.584616,18.7469144538628,-11.7992120591897,-3.6030330991074,4.9490855461372,under_300kg,-0.497941089601186,-0.152052375890758,0.208857425140834
Cor2_upper,Firebreak_upper.0470,Corymbia sp. (clarksoniana/novoguinensis) ,8,0,83.553,0.7204,0.667544218791304,0.0829111358529929,18.607,18.191,16.927,19.182,19.05,15.27,60.19139861,47.99685275,21.428,19.1820615558933,18.6073235326598,18.1907960096919,16.9273191495799,19.0439157691176,17.6789649516261,60.1915812,55.7753221126698,2.8206764673402,3.7490350483739,-34.3473221126698,under_300kg,0.131635078744643,0.174959634514369,-1.60291777639863
Planch2_lower,AM3_iron_ranges_boundary_lower.0808,Planchonia careya,11.1,12.76,58.402,0.6458,0.513332816370833,0.0516890920801603,27.738,25.493,23.424,30.494,26.57,19.37,37.71301298,30.67492652,20.894,30.4987556068044,27.7430067584412,25.4978530877277,23.4283451242471,26.5523709197285,18.6612169371223,37.7160116,29.9796631416894,-6.8490067584412,2.2327830628777,-9.0856631416894,under_300kg,-0.327797777277745,0.106862403698559,-0.434845560528831
Planch3_upper,Firebreak_upper.0114,Planchonia careya,10.5,0,27.865,0.6458,0.513332816370833,0.0516890920801603,35.495,33.724,31.811,37.683,34.17,28.1,17.99364501,14.73141512,20.052,37.6831919158401,35.4952120591897,33.7238494732844,31.8110926495832,34.1549379544923,27.2990330991074,17.995217,14.3040189281733,-15.4432120591897,-7.2470330991074,5.7479810718267,under_300kg,-0.770158191661166,-0.361411983797496,0.286653753831373
Golden1_upper,Firebreak_upper.0281,Deplanchea tetraphylla,16.7,0,68.251,0.4262,0.427449562933333,0.0482560493824572,106.855,96.695,93.352,119.278,73.29,81.01,29.08841028,32.24712776,20.022,119.27785022902,106.855482284376,96.6949565912348,93.3515698682903,73.2570406397247,73.4666586586514,29.0885762,29.1738601197629,-86.833482284376,-53.4446586586514,-9.1518601197629,under_300kg,-4.33690352034642,-2.66929670655536,-0.457090206760708
Extra8_lower,AM3_iron_ranges_boundary_lower.1454,Grevillea parallela,8.6,3.77,79.903,0.68,0.6318911724,0.0681997130228897,18.323,17.665,16.248,19.184,17.88,16.28,54.33432526,50.25355191,17.477,19.1854408644748,18.324237165806,17.6662551449312,16.2496195330223,17.8708473510967,16.3752395576903,54.33404,50.4900003482772,-0.847237165806,1.1017604423097,-33.0130003482772,under_300kg,-0.0484772653090347,0.0630405929112376,-1.88893976931265
Planch6_lower,AM3_iron_ranges_boundary_lower.1390,Planchonia careya,8.5,5.03,22.297,0.6458,0.513332816370833,0.0516890920801603,16.46,15.846,14.455,17.27,14.95,11.41,14.39818979,11.79169446,15.754,17.2683469246202,16.4589471812466,15.8446111691633,14.4536949056876,14.944481391916,10.93501300579,14.3994026,11.4457818066205,-0.704947181246601,4.81898699421,4.3082181933795,under_300kg,-0.0447471868253524,0.305889741920147,0.273468210827695
Planch7_lower,AM3_iron_ranges_boundary_lower.1052,Planchonia careya,9.9,0,34.739,0.6458,0.513332816370833,0.0516890920801603,30.866,29.507,27.752,32.561,29.44,24.14,22.43275258,18.31488721,14.685,32.5607414166162,30.8658880733011,29.5072900014157,27.7519218698659,29.4235887081084,23.5174053926667,22.4344462,17.8326687079064,-16.1808880733011,-8.8324053926667,-3.1476687079064,under_300kg,-1.10186503733749,-0.60145763654523,-0.214345843235029
Planch11_upper,Firebreak_upper.0372,Planchonia careya,5.14,0,20.654,0.6458,0.513332816370833,0.0516890920801603,6.498,6.655,6.057,6.386,5.51,4.53,13.33720058,10.933738,14.685,6.39477184833682,6.50702683018266,6.66382699364835,6.06532181602814,5.51079983243713,4.40461953784548,13.3383532,10.6023759893232,8.17797316981734,10.2803804621545,4.0826240106768,under_300kg,0.556892963555828,0.700059956564828,0.278013211486333
Loph10_lower,AM3_iron_ranges_boundary_lower.0494,Lophostemon suaveolens,7,0,31.389,0.551,0.568797555022222,0.0413758919524916,13.55,13.434,12.418,13.769,10.43,10.47,17.29649361,17.37117508,14.482,13.7687805081517,13.5504286844815,13.4341435337992,12.417863038481,10.4254689350903,10.7540084570724,17.295339,17.8539864545925,0.9315713155185,3.7279915429276,-3.3719864545925,under_300kg,0.0643261507746513,0.257422423900539,-0.232839832522614
Planch4_lower,AM3_iron_ranges_boundary_lower.0359,Planchonia careya,10.1,4.93,34.308,0.6458,0.513332816370833,0.0516890920801603,27.435,25.945,24.137,29.286,26.04,18.52,22.15460694,16.6731059,14.384,29.2886551356326,27.4374475237952,25.9478427916538,24.1399978649467,26.0240717051191,19.8106752474879,22.1561064,17.6114222640505,-13.0534475237952,-5.4266752474879,-3.2274222640505,under_300kg,-0.907497742199332,-0.377271638451606,-0.224375852617526
Tess1_lower,AM3_iron_ranges_boundary_lower.0805,Corymbia tessellaris,6.18,3.35,30.341,0.8954,0.7051775568,0.0430752576702618,6.729,6.774,5.95,6.754,8.83,6.63,27.16887536,22.16012857,13.788,6.75499297935742,6.72958886682721,6.77467920502136,5.95063658307342,8.82195559503507,6.29119790515768,27.1673314,21.3957922508688,7.05841113317279,7.49680209484232,-7.6077922508688,under_300kg,0.5119242191161,0.543719328027438,-0.551769092752306
Extra13_lower,AM3_iron_ranges_boundary_lower.1128,Grevillea parallela,7.6,0,54.58,0.68,0.6318911724,0.0681997130228897,16.473,16.191,15.028,16.888,15.8,14.82,37.11458802,34.77708005,12.699,16.8880989387299,16.4731810459255,16.1913957428114,15.0281993298042,15.7937089667358,14.7021992936524,37.1144,34.488620189592,-3.7741810459255,-2.0031992936524,-21.789620189592,under_300kg,-0.297203011727341,-0.157744648685125,-1.7158532317184
Pari1_upper,Firebreak_upper.0604,Parinari nonda,8,0,21.589,0.53,0.554222497,0.0886766504361294,18.607,18.191,16.927,19.182,14.12,12.66,11.44193987,10.23514307,12.327,19.1820615558933,18.6073235326598,18.1907960096919,16.9273191495799,14.1142421925124,14.7434814517007,11.44217,11.965109487733,-6.2803235326598,-2.4164814517007,0.361890512266999,under_300kg,-0.509477044914399,-0.196031593388554,0.0293575494659689
Planch12_upper,Firebreak_upper.0499,Planchonia careya,5.48,0,23.249,0.6458,0.513332816370833,0.0516890920801603,7.565,7.696,7.027,7.486,6.49,5.34,15.01308521,12.30514554,12.3,7.49719036528621,7.57615787750022,7.7067150403549,7.0370446783547,6.49821636866417,5.19383241069516,15.0142042,11.9344746478055,4.72384212249978,7.10616758930484,0.365525352194501,under_300kg,0.384052205081283,0.577737202382507,0.029717508308496
Planch10_upper,Firebreak_upper.0303,Planchonia careya,8,0,13.768,0.6458,0.513332816370833,0.0516890920801603,18.607,18.191,16.927,19.182,17.12,12.64,8.890624783,6.516406629,8.884,19.1820615558933,18.6073235326598,18.1907960096919,16.9273191495799,17.1166986371412,13.6808716580118,8.8913744,7.06756621579363,-9.7233235326598,-4.7968716580118,1.81643378420637,under_300kg,-1.09447585914676,-0.539945031293539,0.204461254413144
Extra4_lower,AM3_iron_ranges_boundary_lower.1108,Timonius timon,8.2,0,9.287,0.551,0.551,NA,19.731,19.24,17.925,20.395,15.62,15.49,5.117523556,5.076819195,8.796,20.3950000387266,19.731181396883,19.2395485917173,17.9253461211316,15.6117551990695,15.6117551990695,5.117137,5.117137,-10.935181396883,-6.8157551990695,3.678863,under_300kg,-1.243199340255,-0.774869849826001,0.418242723965439
Planch14_upper,Firebreak_upper.0639,Planchonia careya,7.16,0,14.56,0.6458,0.513332816370833,0.0516890920801603,14.298,14.141,13.086,14.564,12.9,10.62,9.401908452,7.706665984,8.274,14.5635435661459,14.297615639398,14.1413214325717,13.0863226682121,12.8965639648835,10.3078426613217,9.402848,7.47412580635933,-6.023615639398,-2.0338426613217,0.799874193640669,under_300kg,-0.728017360333333,-0.24581129578459,0.0966732165386354
Extra6_lower,AM3_iron_ranges_boundary_lower.1153,Planchonia careya,6.7,0,26.855,0.6458,0.513332816370833,0.0516890920801603,12.212,12.163,11.218,12.35,10.89,8.92,17.34168496,14.1531599,7.38,12.3497701923774,12.2116077613784,12.1626227227847,11.2179359224589,10.882456625678,8.6980261542214,17.342959,13.7855527836387,-4.8316077613784,-1.3180261542214,-6.4055527836387,under_300kg,-0.654689398560759,-0.178594329840298,-0.867961081793862
Loph1_upper,Firebreak_upper.0108,Lophostemon suaveolens,6.2,0,13.435,0.551,0.568797555022222,0.0413758919524916,10.157,10.199,9.371,10.186,7.65,7.59,7.403392892,7.356624891,6.698,10.1863908935139,10.1572338748683,10.1992108102816,9.37061580827782,7.64105746108536,7.88185136506539,7.402685,7.64179515172356,-3.4592338748683,-1.18385136506539,-0.94379515172356,under_300kg,-0.516457729899716,-0.176746993888532,-0.140907009812416
Planch5_lower,AM3_iron_ranges_boundary_lower.1436,Planchonia careya,6.3,0,18.317,0.6458,0.513332816370833,0.0516890920801603,10.551,10.576,9.725,10.599,9.3,7.67,11.8279881,9.709999598,5.641,10.5992479542548,10.5506446188581,10.5764636355936,9.72499725538812,9.29518407294971,7.42936608486432,11.8291186,9.40271719746455,-4.9096446188581,-1.78836608486432,-3.76171719746455,under_300kg,-0.870350047661425,-0.317029974271285,-0.666852897972797
Planch4_upper,Firebreak_upper.0140,Planchonia careya,6,0,14.541,0.6458,0.513332816370833,0.0516890920801603,9.396,9.468,8.684,9.39,8.21,6.77,9.38962745,7.715822082,5.342,9.38987700138348,9.39624667332489,9.4676189802769,8.68420993296667,8.20200980342223,6.55562417947174,9.3905778,7.46437248284829,-4.05424667332489,-1.21362417947174,-2.12237248284829,under_300kg,-0.758937977035734,-0.227185357445103,-0.397299229286464
Extra9_lower,AM3_iron_ranges_boundary_lower.1751,Grevillea parallela,5.5,0,23.64,0.68,0.6318911724,0.0681997130228897,7.642,7.771,7.097,7.565,6.9,5.17,16.07542528,11.9514313,5.11,7.56531695590833,7.64199197660385,7.77071065961616,7.09677199302308,6.89818915149418,6.42145248365555,16.0752,14.937907315536,-2.53199197660385,-1.31145248365555,-9.827907315536,under_300kg,-0.495497451390186,-0.256644321654706,-1.92326953337299
Golden2_upper,Firebreak_upper.0554,Deplanchea tetraphylla,4.5,0,17.516,0.4262,0.427449562933333,0.0482560493824572,4.745,4.928,4.455,4.596,2.61,2.77,7.465401033,7.954119517,3.417,4.59647102289806,4.74487646710728,4.92753638202212,4.45525375243538,2.60686312658905,2.61432241622779,7.4653192,7.48720654434027,-1.32787646710728,0.80267758377221,-4.07020654434027,under_300kg,-0.38860885780137,0.234907106752183,-1.19116375309929
Golden3_upper,Firebreak_upper.0283,Deplanchea tetraphylla,4.9,0,3.347,0.4262,0.427449562933333,0.0482560493824572,5.808,5.978,5.428,5.679,3.25,3.5,1.426573483,1.538252299,2.876,5.67882414186639,5.80845835454308,5.97836648985083,5.42843095524281,3.24754135314326,3.2568338822829,1.4264914,1.43067368713787,-2.93245835454308,-0.3808338822829,1.44532631286213,under_300kg,-1.01963086041136,-0.132417900654694,0.502547396683634
